Order_ID,Date_ID,Order_Date,Product_ID,Customer_ID,Warehouse_ID,Quantity,Unit_Price,Discount_Rate,Sales_Value
ORD00000050,20240101,2024-01-01,P0011,C00154,WH01,5,746.61,0.1,3359.75
ORD00000051,20240101,2024-01-01,P0011,C00588,WH02,3,746.61,0.1,2015.85
ORD00000052,20240101,2024-01-01,P0011,C00882,WH03,9,746.61,0.0,6719.49
ORD00000053,20240101,2024-01-01,P0011,C00744,WH04,10,746.61,0.05,7092.8
ORD00000054,20240101,2024-01-01,P0011,C00089,WH05,7,746.61,0.05,4964.96
ORD00000055,20240101,2024-01-01,P0012,C00951,WH01,2,3089.32,0.05,5869.71
ORD00000056,20240101,2024-01-01,P0012,C00014,WH02,6,3089.32,0.05,17609.12
ORD00000057,20240101,2024-01-01,P0012,C00773,WH04,4,3089.32,0.03,11986.56
ORD00000058,20240101,2024-01-01,P0012,C00176,WH05,7,3089.32,0.0,21625.24
ORD00000059,20240101,2024-01-01,P0013,C00160,WH01,1,3614.28,0.0,3614.28
ORD00000060,20240101,2024-01-01,P0013,C00276,WH02,4,3614.28,0.0,14457.12
ORD00000061,20240101,2024-01-01,P0013,C00462,WH03,3,3614.28,0.03,10517.55
ORD00000062,20240101,2024-01-01,P0013,C00269,WH04,1,3614.28,0.0,3614.28
ORD00000063,20240101,2024-01-01,P0013,C00552,WH05,1,3614.28,0.0,3614.28
ORD00000064,20240101,2024-01-01,P0014,C00977,WH01,7,2634.32,0.03,17887.03
ORD00000065,20240101,2024-01-01,P0014,C00823,WH02,14,2634.32,0.03,35774.07
ORD00000066,20240101,2024-01-01,P0014,C00862,WH03,11,2634.32,0.03,28108.19
ORD00000067,20240101,2024-01-01,P0014,C00511,WH04,10,2634.32,0.03,25552.9
ORD00000068,20240101,2024-01-01,P0014,C00583,WH05,12,2634.32,0.0,31611.84
ORD00000069,20240101,2024-01-01,P0015,C00260,WH01,7,325.37,0.1,2049.83
ORD00000070,20240101,2024-01-01,P0015,C00410,WH02,10,325.37,0.0,3253.7
ORD00000071,20240101,2024-01-01,P0015,C00196,WH03,7,325.37,0.05,2163.71
ORD00000072,20240101,2024-01-01,P0015,C00549,WH04,9,325.37,0.05,2781.91
ORD00000073,20240101,2024-01-01,P0015,C00941,WH05,4,325.37,0.03,1262.44
ORD00000074,20240101,2024-01-01,P0016,C00814,WH01,10,1110.44,0.05,10549.18
ORD00000075,20240101,2024-01-01,P0016,C00928,WH02,9,1110.44,0.05,9494.26
ORD00000076,20240101,2024-01-01,P0016,C00942,WH03,12,1110.44,0.0,13325.28
ORD00000077,20240101,2024-01-01,P0016,C00409,WH04,8,1110.44,0.0,8883.52
ORD00000078,20240101,2024-01-01,P0016,C00828,WH05,10,1110.44,0.05,10549.18
ORD00000079,20240101,2024-01-01,P0017,C00360,WH01,15,1114.83,0.0,16722.45
ORD00000080,20240101,2024-01-01,P0017,C00885,WH02,17,1114.83,0.03,18383.55
ORD00000081,20240101,2024-01-01,P0017,C00022,WH03,11,1114.83,0.05,11649.97
ORD00000082,20240101,2024-01-01,P0017,C00576,WH04,19,1114.83,0.0,21181.77
ORD00000083,20240101,2024-01-01,P0017,C00954,WH05,9,1114.83,0.0,10033.47
ORD00000084,20240101,2024-01-01,P0018,C00622,WH01,6,1366.31,0.03,7951.92
ORD00000085,20240101,2024-01-01,P0018,C00862,WH02,4,1366.31,0.0,5465.24
ORD00000086,20240101,2024-01-01,P0018,C00449,WH03,2,1366.31,0.0,2732.62
ORD00000087,20240101,2024-01-01,P0018,C00884,WH04,3,1366.31,0.03,3975.96
ORD00000088,20240101,2024-01-01,P0018,C00627,WH05,2,1366.31,0.0,2732.62
ORD00000089,20240101,2024-01-01,P0019,C00244,WH01,8,2758.24,0.0,22065.92
ORD00000090,20240101,2024-01-01,P0019,C00612,WH02,9,2758.24,0.1,22341.74
ORD00000091,20240101,2024-01-01,P0019,C00789,WH03,8,2758.24,0.03,21403.94
ORD00000092,20240101,2024-01-01,P0019,C00948,WH04,8,2758.24,0.05,20962.62
ORD00000093,20240101,2024-01-01,P0019,C00595,WH05,10,2758.24,0.15,23445.04
ORD00000094,20240101,2024-01-01,P0020,C00864,WH01,4,3034.72,0.0,12138.88
ORD00000095,20240101,2024-01-01,P0020,C00271,WH02,7,3034.72,0.0,21243.04
ORD00000096,20240101,2024-01-01,P0020,C00500,WH03,11,3034.72,0.15,28374.63
ORD00000097,20240101,2024-01-01,P0020,C00491,WH04,5,3034.72,0.1,13656.24
ORD00000098,20240101,2024-01-01,P0020,C00527,WH05,6,3034.72,0.03,17662.07
ORD00000099,20240101,2024-01-01,P0021,C00324,WH01,21,840.91,0.0,17659.11
ORD00000100,20240101,2024-01-01,P0021,C00129,WH02,13,840.91,0.05,10385.24
ORD00000101,20240101,2024-01-01,P0021,C00922,WH03,12,840.91,0.05,9586.37
ORD00000102,20240101,2024-01-01,P0021,C00268,WH04,9,840.91,0.0,7568.19
ORD00000103,20240101,2024-01-01,P0021,C00753,WH05,6,840.91,0.1,4540.91
ORD00000104,20240101,2024-01-01,P0022,C00416,WH01,3,611.26,0.15,1558.71
ORD00000105,20240101,2024-01-01,P0022,C00553,WH02,2,611.26,0.0,1222.52
ORD00000106,20240101,2024-01-01,P0022,C00516,WH03,4,611.26,0.1,2200.54
ORD00000107,20240101,2024-01-01,P0022,C00017,WH04,1,611.26,0.05,580.7
ORD00000108,20240101,2024-01-01,P0022,C00887,WH05,4,611.26,0.0,2445.04
ORD00000109,20240101,2024-01-01,P0023,C00610,WH01,7,897.51,0.0,6282.57
ORD00000110,20240101,2024-01-01,P0023,C00135,WH02,5,897.51,0.0,4487.55
ORD00000111,20240101,2024-01-01,P0023,C00728,WH03,6,897.51,0.0,5385.06
ORD00000112,20240101,2024-01-01,P0023,C00148,WH04,1,897.51,0.0,897.51
ORD00000113,20240101,2024-01-01,P0023,C00752,WH05,5,897.51,0.05,4263.17
ORD00000114,20240101,2024-01-01,P0024,C00502,WH01,1,889.43,0.05,844.96
ORD00000115,20240101,2024-01-01,P0024,C00928,WH02,2,889.43,0.03,1725.49
ORD00000116,20240101,2024-01-01,P0024,C00254,WH04,1,889.43,0.0,889.43
ORD00000117,20240101,2024-01-01,P0024,C00708,WH05,4,889.43,0.0,3557.72
ORD00000118,20240101,2024-01-01,P0025,C00977,WH01,5,1786.4,0.0,8932.0
ORD00000119,20240101,2024-01-01,P0025,C00066,WH02,12,1786.4,0.15,18221.28
ORD00000120,20240101,2024-01-01,P0025,C00229,WH03,11,1786.4,0.0,19650.4
ORD00000121,20240101,2024-01-01,P0025,C00465,WH04,6,1786.4,0.03,10396.85
ORD00000122,20240101,2024-01-01,P0025,C00945,WH05,11,1786.4,0.0,19650.4
ORD00000123,20240101,2024-01-01,P0026,C00459,WH01,9,2864.88,0.05,24494.72
ORD00000124,20240101,2024-01-01,P0026,C00769,WH02,16,2864.88,0.03,44462.94
ORD00000125,20240101,2024-01-01,P0026,C00103,WH03,19,2864.88,0.0,54432.72
ORD00000126,20240101,2024-01-01,P0026,C00281,WH04,13,2864.88,0.1,33519.1
ORD00000127,20240101,2024-01-01,P0026,C00087,WH05,12,2864.88,0.0,34378.56
ORD00000128,20240101,2024-01-01,P0027,C00900,WH01,9,769.37,0.03,6716.6
ORD00000129,20240101,2024-01-01,P0027,C00427,WH02,6,769.37,0.05,4385.41
ORD00000130,20240101,2024-01-01,P0027,C00003,WH03,13,769.37,0.0,10001.81
ORD00000131,20240101,2024-01-01,P0027,C00892,WH04,9,769.37,0.15,5885.68
ORD00000132,20240101,2024-01-01,P0027,C00832,WH05,8,769.37,0.05,5847.21
ORD00000133,20240101,2024-01-01,P0028,C00349,WH01,13,4304.95,0.05,53166.13
ORD00000134,20240101,2024-01-01,P0028,C00476,WH02,12,4304.95,0.0,51659.4
ORD00000135,20240101,2024-01-01,P0028,C00249,WH03,11,4304.95,0.1,42619.0
ORD00000136,20240101,2024-01-01,P0028,C00352,WH04,12,4304.95,0.0,51659.4
ORD00000137,20240101,2024-01-01,P0028,C00497,WH05,6,4304.95,0.1,23246.73
ORD00000138,20240101,2024-01-01,P0029,C00311,WH01,7,4643.0,0.03,31525.97
ORD00000139,20240101,2024-01-01,P0029,C00538,WH02,16,4643.0,0.0,74288.0
ORD00000140,20240101,2024-01-01,P0029,C00528,WH03,21,4643.0,0.0,97503.0
ORD00000141,20240101,2024-01-01,P0029,C00318,WH04,6,4643.0,0.1,25072.2
ORD00000142,20240101,2024-01-01,P0029,C00853,WH05,10,4643.0,0.05,44108.5
ORD00000143,20240101,2024-01-01,P0030,C00362,WH01,9,3286.04,0.0,29574.36
ORD00000144,20240101,2024-01-01,P0030,C00797,WH02,8,3286.04,0.0,26288.32
ORD00000145,20240101,2024-01-01,P0030,C00393,WH03,6,3286.04,0.0,19716.24
ORD00000146,20240101,2024-01-01,P0030,C00587,WH04,6,3286.04,0.0,19716.24
ORD00000147,20240101,2024-01-01,P0030,C00401,WH05,3,3286.04,0.03,9562.38
ORD00000148,20240101,2024-01-01,P0031,C00271,WH01,2,660.48,0.0,1320.96
ORD00000149,20240101,2024-01-01,P0031,C00465,WH02,2,660.48,0.05,1254.91
ORD00000150,20240101,2024-01-01,P0031,C00551,WH03,1,660.48,0.0,660.48
ORD00000151,20240101,2024-01-01,P0031,C00762,WH04,1,660.48,0.05,627.46
ORD00000152,20240101,2024-01-01,P0031,C00714,WH05,4,660.48,0.0,2641.92
ORD00000153,20240101,2024-01-01,P0032,C00789,WH01,4,2060.12,0.03,7993.27
ORD00000154,20240101,2024-01-01,P0032,C00754,WH02,11,2060.12,0.0,22661.32
ORD00000155,20240101,2024-01-01,P0032,C00096,WH03,16,2060.12,0.03,31973.06
ORD00000156,20240101,2024-01-01,P0032,C00030,WH04,8,2060.12,0.05,15656.91
ORD00000157,20240101,2024-01-01,P0032,C00231,WH05,11,2060.12,0.05,21528.25
ORD00000158,20240101,2024-01-01,P0033,C00423,WH01,3,2555.35,0.05,7282.75
ORD00000159,20240101,2024-01-01,P0033,C00801,WH02,11,2555.35,0.15,23892.52
ORD00000160,20240101,2024-01-01,P0033,C00413,WH03,8,2555.35,0.03,19829.52
ORD00000161,20240101,2024-01-01,P0033,C00093,WH04,4,2555.35,0.0,10221.4
ORD00000162,20240101,2024-01-01,P0033,C00437,WH05,9,2555.35,0.0,22998.15
ORD00000163,20240101,2024-01-01,P0034,C00051,WH01,4,4112.91,0.05,15629.06
ORD00000164,20240101,2024-01-01,P0034,C00565,WH02,1,4112.91,0.15,3495.97
ORD00000165,20240101,2024-01-01,P0034,C00861,WH03,1,4112.91,0.0,4112.91
ORD00000166,20240101,2024-01-01,P0034,C00270,WH04,1,4112.91,0.0,4112.91
ORD00000167,20240101,2024-01-01,P0034,C00946,WH05,1,4112.91,0.03,3989.52
ORD00000168,20240101,2024-01-01,P0035,C00026,WH01,4,2125.57,0.0,8502.28
ORD00000169,20240101,2024-01-01,P0035,C00410,WH02,9,2125.57,0.05,18173.62
ORD00000170,20240101,2024-01-01,P0035,C00886,WH03,8,2125.57,0.05,16154.33
ORD00000171,20240101,2024-01-01,P0035,C00611,WH04,9,2125.57,0.1,17217.12
ORD00000172,20240101,2024-01-01,P0035,C00213,WH05,11,2125.57,0.1,21043.14
ORD00000173,20240101,2024-01-01,P0036,C00066,WH01,11,2814.51,0.0,30959.61
ORD00000174,20240101,2024-01-01,P0036,C00235,WH02,12,2814.51,0.03,32760.9
ORD00000175,20240101,2024-01-01,P0036,C00998,WH03,23,2814.51,0.0,64733.73
ORD00000176,20240101,2024-01-01,P0036,C00674,WH04,15,2814.51,0.03,40951.12
ORD00000177,20240101,2024-01-01,P0036,C00748,WH05,12,2814.51,0.0,33774.12
ORD00000178,20240101,2024-01-01,P0037,C00303,WH01,7,1836.09,0.0,12852.63
ORD00000179,20240101,2024-01-01,P0037,C00310,WH02,6,1836.09,0.1,9914.89
ORD00000180,20240101,2024-01-01,P0037,C00619,WH03,3,1836.09,0.0,5508.27
ORD00000181,20240101,2024-01-01,P0037,C00782,WH04,4,1836.09,0.03,7124.03
ORD00000182,20240101,2024-01-01,P0037,C00308,WH05,3,1836.09,0.15,4682.03
ORD00000183,20240101,2024-01-01,P0038,C00275,WH01,5,2272.63,0.1,10226.84
ORD00000184,20240101,2024-01-01,P0038,C00441,WH02,6,2272.63,0.0,13635.78
ORD00000185,20240101,2024-01-01,P0038,C00543,WH03,17,2272.63,0.1,34771.24
ORD00000186,20240101,2024-01-01,P0038,C00578,WH04,3,2272.63,0.1,6136.1
ORD00000187,20240101,2024-01-01,P0038,C00608,WH05,7,2272.63,0.0,15908.41
ORD00000188,20240101,2024-01-01,P0039,C00075,WH01,1,655.76,0.0,655.76
ORD00000189,20240101,2024-01-01,P0039,C00370,WH02,5,655.76,0.0,3278.8
ORD00000190,20240101,2024-01-01,P0039,C00243,WH03,2,655.76,0.0,1311.52
ORD00000191,20240101,2024-01-01,P0039,C00773,WH04,3,655.76,0.05,1868.92
ORD00000192,20240101,2024-01-01,P0039,C00256,WH05,3,655.76,0.03,1908.26
ORD00000193,20240101,2024-01-01,P0040,C00980,WH01,2,1011.55,0.15,1719.64
ORD00000194,20240101,2024-01-01,P0040,C00807,WH03,1,1011.55,0.03,981.2
ORD00000195,20240101,2024-01-01,P0040,C00060,WH04,2,1011.55,0.0,2023.1
ORD00000196,20240101,2024-01-01,P0040,C00886,WH05,1,1011.55,0.03,981.2
ORD00000197,20240102,2024-01-02,P0001,C00489,WH01,6,1798.19,0.0,10789.14
ORD00000198,20240102,2024-01-02,P0001,C00757,WH02,11,1798.19,0.03,19186.69
ORD00000199,20240102,2024-01-02,P0001,C00873,WH03,13,1798.19,0.0,23376.47
ORD00000200,20240102,2024-01-02,P0001,C00722,WH04,8,1798.19,0.0,14385.52
ORD00000201,20240102,2024-01-02,P0001,C00107,WH05,7,1798.19,0.05,11957.96
ORD00000202,20240102,2024-01-02,P0002,C00622,WH01,18,950.45,0.0,17108.1
ORD00000203,20240102,2024-01-02,P0002,C00139,WH02,12,950.45,0.15,9694.59
ORD00000204,20240102,2024-01-02,P0002,C00880,WH03,12,950.45,0.05,10835.13
ORD00000205,20240102,2024-01-02,P0002,C00010,WH04,11,950.45,0.15,8886.71
ORD00000206,20240102,2024-01-02,P0002,C00795,WH05,16,950.45,0.1,13686.48
ORD00000207,20240102,2024-01-02,P0003,C00287,WH01,6,1220.29,0.0,7321.74
ORD00000208,20240102,2024-01-02,P0003,C00987,WH02,14,1220.29,0.03,16571.54
ORD00000209,20240102,2024-01-02,P0003,C00720,WH03,13,1220.29,0.1,14277.39
ORD00000210,20240102,2024-01-02,P0003,C00779,WH04,8,1220.29,0.03,9469.45
ORD00000211,20240102,2024-01-02,P0003,C00459,WH05,11,1220.29,0.0,13423.19
ORD00000212,20240102,2024-01-02,P0004,C00001,WH01,18,2227.7,0.0,40098.6
ORD00000213,20240102,2024-01-02,P0004,C00284,WH02,16,2227.7,0.0,35643.2
ORD00000214,20240102,2024-01-02,P0004,C00252,WH03,13,2227.7,0.0,28960.1
ORD00000215,20240102,2024-01-02,P0004,C00864,WH04,16,2227.7,0.0,35643.2
ORD00000216,20240102,2024-01-02,P0004,C00950,WH05,16,2227.7,0.0,35643.2
ORD00000217,20240102,2024-01-02,P0005,C00185,WH01,2,1650.77,0.0,3301.54
ORD00000218,20240102,2024-01-02,P0005,C00712,WH02,5,1650.77,0.0,8253.85
ORD00000219,20240102,2024-01-02,P0005,C00827,WH03,4,1650.77,0.05,6272.93
ORD00000220,20240102,2024-01-02,P0005,C00512,WH05,1,1650.77,0.03,1601.25
ORD00000221,20240102,2024-01-02,P0006,C00688,WH01,1,3622.89,0.05,3441.75
ORD00000222,20240102,2024-01-02,P0006,C00242,WH02,1,3622.89,0.0,3622.89
ORD00000223,20240102,2024-01-02,P0006,C00862,WH03,5,3622.89,0.05,17208.73
ORD00000224,20240102,2024-01-02,P0006,C00081,WH04,1,3622.89,0.0,3622.89
ORD00000225,20240102,2024-01-02,P0007,C00462,WH01,10,2956.62,0.05,28087.89
ORD00000226,20240102,2024-01-02,P0007,C00215,WH02,7,2956.62,0.03,20075.45
ORD00000227,20240102,2024-01-02,P0007,C00289,WH03,13,2956.62,0.0,38436.06
ORD00000228,20240102,2024-01-02,P0007,C00079,WH04,6,2956.62,0.1,15965.75
ORD00000229,20240102,2024-01-02,P0007,C00618,WH05,7,2956.62,0.15,17591.89
ORD00000230,20240102,2024-01-02,P0008,C00803,WH01,6,968.68,0.05,5521.48
ORD00000231,20240102,2024-01-02,P0008,C00592,WH02,10,968.68,0.0,9686.8
ORD00000232,20240102,2024-01-02,P0008,C00119,WH03,7,968.68,0.1,6102.68
ORD00000233,20240102,2024-01-02,P0008,C00469,WH04,3,968.68,0.1,2615.44
ORD00000234,20240102,2024-01-02,P0008,C00224,WH05,3,968.68,0.03,2818.86
ORD00000235,20240102,2024-01-02,P0009,C00693,WH02,4,3207.48,0.0,12829.92
ORD00000236,20240102,2024-01-02,P0009,C00768,WH03,3,3207.48,0.05,9141.32
ORD00000237,20240102,2024-01-02,P0009,C00258,WH04,1,3207.48,0.1,2886.73
ORD00000238,20240102,2024-01-02,P0009,C00463,WH05,5,3207.48,0.0,16037.4
ORD00000239,20240102,2024-01-02,P0010,C00511,WH01,3,3567.8,0.1,9633.06
ORD00000240,20240102,2024-01-02,P0010,C00196,WH02,4,3567.8,0.1,12844.08
ORD00000241,20240102,2024-01-02,P0010,C00734,WH03,4,3567.8,0.0,14271.2
ORD00000242,20240102,2024-01-02,P0010,C00567,WH04,6,3567.8,0.15,18195.78
ORD00000243,20240102,2024-01-02,P0010,C00311,WH05,3,3567.8,0.03,10382.3
ORD00000244,20240102,2024-01-02,P0011,C00637,WH01,4,746.61,0.03,2896.85
ORD00000245,20240102,2024-01-02,P0011,C00826,WH02,7,746.61,0.0,5226.27
ORD00000246,20240102,2024-01-02,P0011,C00942,WH03,12,746.61,0.03,8690.54
ORD00000247,20240102,2024-01-02,P0011,C00320,WH04,6,746.61,0.05,4255.68
ORD00000248,20240102,2024-01-02,P0011,C00539,WH05,6,746.61,0.0,4479.66
ORD00000249,20240102,2024-01-02,P0012,C00104,WH01,3,3089.32,0.0,9267.96
ORD00000250,20240102,2024-01-02,P0012,C00129,WH02,2,3089.32,0.0,6178.64
ORD00000251,20240102,2024-01-02,P0012,C00675,WH03,5,3089.32,0.0,15446.6
ORD00000252,20240102,2024-01-02,P0012,C00718,WH04,1,3089.32,0.0,3089.32
ORD00000253,20240102,2024-01-02,P0012,C00514,WH05,3,3089.32,0.05,8804.56
ORD00000254,20240102,2024-01-02,P0013,C00130,WH02,7,3614.28,0.0,25299.96
ORD00000255,20240102,2024-01-02,P0013,C00492,WH03,5,3614.28,0.0,18071.4
ORD00000256,20240102,2024-01-02,P0013,C00899,WH05,3,3614.28,0.0,10842.84
ORD00000257,20240102,2024-01-02,P0014,C00118,WH01,4,2634.32,0.15,8956.69
ORD00000258,20240102,2024-01-02,P0014,C00397,WH02,14,2634.32,0.1,33192.43
ORD00000259,20240102,2024-01-02,P0014,C00977,WH03,20,2634.32,0.05,50052.08
ORD00000260,20240102,2024-01-02,P0014,C00609,WH04,6,2634.32,0.1,14225.33
ORD00000261,20240102,2024-01-02,P0014,C00110,WH05,10,2634.32,0.0,26343.2
ORD00000262,20240102,2024-01-02,P0015,C00911,WH01,5,325.37,0.05,1545.51
ORD00000263,20240102,2024-01-02,P0015,C00843,WH02,5,325.37,0.1,1464.16
ORD00000264,20240102,2024-01-02,P0015,C00014,WH03,9,325.37,0.0,2928.33
ORD00000265,20240102,2024-01-02,P0015,C00821,WH04,8,325.37,0.1,2342.66
ORD00000266,20240102,2024-01-02,P0015,C00412,WH05,7,325.37,0.1,2049.83
ORD00000267,20240102,2024-01-02,P0016,C00976,WH01,9,1110.44,0.0,9993.96
ORD00000268,20240102,2024-01-02,P0016,C00958,WH02,16,1110.44,0.0,17767.04
ORD00000269,20240102,2024-01-02,P0016,C00149,WH03,20,1110.44,0.15,18877.48
ORD00000270,20240102,2024-01-02,P0016,C00522,WH04,11,1110.44,0.0,12214.84
ORD00000271,20240102,2024-01-02,P0016,C00908,WH05,11,1110.44,0.0,12214.84
ORD00000272,20240102,2024-01-02,P0017,C00149,WH01,10,1114.83,0.0,11148.3
ORD00000273,20240102,2024-01-02,P0017,C00534,WH02,17,1114.83,0.0,18952.11
ORD00000274,20240102,2024-01-02,P0017,C00846,WH03,15,1114.83,0.0,16722.45
ORD00000275,20240102,2024-01-02,P0017,C00390,WH04,13,1114.83,0.0,14492.79
ORD00000276,20240102,2024-01-02,P0017,C00676,WH05,14,1114.83,0.03,15139.39
ORD00000277,20240102,2024-01-02,P0018,C00339,WH01,4,1366.31,0.05,5191.98
ORD00000278,20240102,2024-01-02,P0018,C00370,WH02,4,1366.31,0.05,5191.98
ORD00000279,20240102,2024-01-02,P0018,C00327,WH03,4,1366.31,0.03,5301.28
ORD00000280,20240102,2024-01-02,P0018,C00603,WH04,3,1366.31,0.0,4098.93
ORD00000281,20240102,2024-01-02,P0018,C00005,WH05,1,1366.31,0.1,1229.68
ORD00000282,20240102,2024-01-02,P0019,C00605,WH01,10,2758.24,0.0,27582.4
ORD00000283,20240102,2024-01-02,P0019,C00359,WH02,8,2758.24,0.05,20962.62
ORD00000284,20240102,2024-01-02,P0019,C00902,WH03,8,2758.24,0.0,22065.92
ORD00000285,20240102,2024-01-02,P0019,C00924,WH04,11,2758.24,0.0,30340.64
ORD00000286,20240102,2024-01-02,P0019,C00886,WH05,9,2758.24,0.1,22341.74
ORD00000287,20240102,2024-01-02,P0020,C00486,WH01,5,3034.72,0.1,13656.24
ORD00000288,20240102,2024-01-02,P0020,C00933,WH02,10,3034.72,0.0,30347.2
ORD00000289,20240102,2024-01-02,P0020,C00634,WH03,12,3034.72,0.05,34595.81
ORD00000290,20240102,2024-01-02,P0020,C00649,WH04,13,3034.72,0.03,38267.82
ORD00000291,20240102,2024-01-02,P0020,C00165,WH05,6,3034.72,0.05,17297.9
ORD00000292,20240102,2024-01-02,P0021,C00692,WH01,10,840.91,0.1,7568.19
ORD00000293,20240102,2024-01-02,P0021,C00702,WH02,13,840.91,0.0,10931.83
ORD00000294,20240102,2024-01-02,P0021,C00386,WH03,15,840.91,0.05,11982.97
ORD00000295,20240102,2024-01-02,P0021,C00502,WH04,12,840.91,0.1,9081.83
ORD00000296,20240102,2024-01-02,P0021,C00873,WH05,6,840.91,0.0,5045.46
ORD00000297,20240102,2024-01-02,P0022,C00272,WH01,1,611.26,0.15,519.57
ORD00000298,20240102,2024-01-02,P0022,C00847,WH02,2,611.26,0.0,1222.52
ORD00000299,20240102,2024-01-02,P0022,C00367,WH03,1,611.26,0.1,550.13
ORD00000300,20240102,2024-01-02,P0022,C00677,WH04,3,611.26,0.0,1833.78
ORD00000301,20240102,2024-01-02,P0022,C00399,WH05,5,611.26,0.0,3056.3
ORD00000302,20240102,2024-01-02,P0023,C00202,WH01,4,897.51,0.0,3590.04
ORD00000303,20240102,2024-01-02,P0023,C00888,WH02,6,897.51,0.03,5223.51
