Date_ID,Inventory_Date,Product_ID,Warehouse_ID,Opening_Stock,Received_Qty,Sold_Qty,Damaged_Qty,Closing_Stock,Inventory_Value
20240101,2024-01-01,P0021,WH04,133,0,9,0,124,87960.64
20240101,2024-01-01,P0021,WH05,145,0,6,0,139,98601.04
20240101,2024-01-01,P0022,WH01,38,0,3,0,35,15808.1
20240101,2024-01-01,P0022,WH02,52,0,2,0,50,22583.0
20240101,2024-01-01,P0022,WH03,56,0,4,0,52,23486.32
20240101,2024-01-01,P0022,WH04,39,0,1,0,38,17163.08
20240101,2024-01-01,P0022,WH05,42,0,4,0,38,17163.08
20240101,2024-01-01,P0023,WH01,52,0,7,0,45,31061.7
20240101,2024-01-01,P0023,WH02,72,0,5,0,67,46247.42
20240101,2024-01-01,P0023,WH03,76,0,6,0,70,48318.2
20240101,2024-01-01,P0023,WH04,54,0,1,0,53,36583.78
20240101,2024-01-01,P0023,WH05,58,0,5,0,53,36583.78
20240101,2024-01-01,P0024,WH01,35,0,1,0,34,22448.5
20240101,2024-01-01,P0024,WH02,48,0,2,0,46,30371.5
20240101,2024-01-01,P0024,WH03,51,0,0,0,51,33672.75
20240101,2024-01-01,P0024,WH04,36,0,1,0,35,23108.75
20240101,2024-01-01,P0024,WH05,39,0,4,0,35,23108.75
20240101,2024-01-01,P0025,WH01,115,0,5,0,110,156906.2
20240101,2024-01-01,P0025,WH02,160,0,12,0,148,211110.16
20240101,2024-01-01,P0025,WH03,169,0,11,0,158,225374.36
20240101,2024-01-01,P0025,WH04,120,0,6,0,114,162611.88
20240101,2024-01-01,P0025,WH05,130,0,11,0,119,169743.98
20240101,2024-01-01,P0026,WH01,174,0,9,0,165,373139.25
20240101,2024-01-01,P0026,WH02,241,0,16,0,225,508826.25
20240101,2024-01-01,P0026,WH03,255,0,19,0,236,533702.2
20240101,2024-01-01,P0026,WH04,180,0,13,0,167,377662.15
20240101,2024-01-01,P0026,WH05,195,0,12,0,183,413845.35
20240101,2024-01-01,P0027,WH01,126,0,9,0,117,63802.44
20240101,2024-01-01,P0027,WH02,174,0,6,0,168,91613.76
20240101,2024-01-01,P0027,WH03,185,0,13,0,172,93795.04
20240101,2024-01-01,P0027,WH04,131,0,9,0,122,66529.04
20240101,2024-01-01,P0027,WH05,141,0,8,0,133,72527.56
20240101,2024-01-01,P0028,WH01,132,0,13,0,119,380056.25
20240101,2024-01-01,P0028,WH02,183,0,12,0,171,546131.25
20240101,2024-01-01,P0028,WH03,193,0,11,0,182,581262.5
20240101,2024-01-01,P0028,WH04,137,0,12,0,125,399218.75
20240101,2024-01-01,P0028,WH05,148,0,6,0,142,453512.5
20240101,2024-01-01,P0029,WH01,174,0,7,0,167,567255.58
20240101,2024-01-01,P0029,WH02,241,0,16,0,225,764266.5
20240101,2024-01-01,P0029,WH03,255,0,21,0,234,794837.16
20240101,2024-01-01,P0029,WH04,180,0,6,0,174,591032.76
20240101,2024-01-01,P0029,WH05,195,0,10,0,185,628396.9
20240101,2024-01-01,P0030,WH01,127,0,9,0,118,301086.44
20240101,2024-01-01,P0030,WH02,176,0,8,1,167,426113.86
20240101,2024-01-01,P0030,WH03,186,0,6,0,180,459284.4
20240101,2024-01-01,P0030,WH04,131,0,6,0,125,318947.5
20240101,2024-01-01,P0030,WH05,142,0,3,0,139,354669.62
20240101,2024-01-01,P0031,WH01,30,0,2,0,28,13241.48
20240101,2024-01-01,P0031,WH02,41,0,2,0,39,18443.49
20240101,2024-01-01,P0031,WH03,43,0,1,0,42,19862.22
20240101,2024-01-01,P0031,WH04,30,0,1,0,29,13714.39
20240101,2024-01-01,P0031,WH05,33,0,4,0,29,13714.39
20240101,2024-01-01,P0032,WH01,156,0,4,0,152,254881.2
20240101,2024-01-01,P0032,WH02,216,0,11,0,205,343754.25
20240101,2024-01-01,P0032,WH03,228,0,16,0,212,355492.2
20240101,2024-01-01,P0032,WH04,161,0,8,0,153,256558.05
20240101,2024-01-01,P0032,WH05,175,0,11,0,164,275003.4
20240101,2024-01-01,P0033,WH01,79,0,3,0,76,158869.64
20240101,2024-01-01,P0033,WH02,109,0,11,0,98,204858.22
20240101,2024-01-01,P0033,WH03,116,0,8,0,108,225762.12
20240101,2024-01-01,P0033,WH04,82,0,4,0,78,163050.42
20240101,2024-01-01,P0033,WH05,89,0,9,0,80,167231.2
20240101,2024-01-01,P0034,WH01,30,0,4,0,26,78511.16
20240101,2024-01-01,P0034,WH02,33,0,1,0,32,96629.12
20240101,2024-01-01,P0034,WH03,35,0,1,0,34,102668.44
20240101,2024-01-01,P0034,WH04,30,0,1,0,29,87570.14
20240101,2024-01-01,P0034,WH05,30,0,1,0,29,87570.14
20240101,2024-01-01,P0035,WH01,101,0,4,0,97,154958.47
20240101,2024-01-01,P0035,WH02,139,0,9,0,130,207676.3
20240101,2024-01-01,P0035,WH03,148,0,8,0,140,223651.4
20240101,2024-01-01,P0035,WH04,104,0,9,0,95,151763.45
20240101,2024-01-01,P0035,WH05,113,0,11,0,102,162946.02
20240101,2024-01-01,P0036,WH01,166,0,11,0,155,326543.15
20240101,2024-01-01,P0036,WH02,230,0,12,0,218,459267.14
20240101,2024-01-01,P0036,WH03,244,0,23,0,221,465587.33
20240101,2024-01-01,P0036,WH04,173,0,15,0,158,332863.34
20240101,2024-01-01,P0036,WH05,187,0,12,0,175,368677.75
20240101,2024-01-01,P0037,WH01,62,0,7,0,55,84862.25
20240101,2024-01-01,P0037,WH02,87,0,6,0,81,124978.95
20240101,2024-01-01,P0037,WH03,92,0,3,0,89,137322.55
20240101,2024-01-01,P0037,WH04,65,0,4,0,61,94119.95
20240101,2024-01-01,P0037,WH05,70,0,3,0,67,103377.65
20240101,2024-01-01,P0038,WH01,98,0,5,0,93,167852.91
20240101,2024-01-01,P0038,WH02,136,0,6,0,130,234633.1
20240101,2024-01-01,P0038,WH03,144,0,17,0,127,229218.49
20240101,2024-01-01,P0038,WH04,102,0,3,0,99,178682.13
20240101,2024-01-01,P0038,WH05,110,0,7,0,103,185901.61
20240101,2024-01-01,P0039,WH01,50,0,1,0,49,24323.6
20240101,2024-01-01,P0039,WH02,69,0,5,0,64,31769.6
20240101,2024-01-01,P0039,WH03,73,0,2,0,71,35244.4
20240101,2024-01-01,P0039,WH04,51,0,3,0,48,23827.2
20240101,2024-01-01,P0039,WH05,56,0,3,0,53,26309.2
20240101,2024-01-01,P0040,WH01,32,0,2,0,30,21644.7
20240101,2024-01-01,P0040,WH02,44,0,0,0,44,31745.56
20240101,2024-01-01,P0040,WH03,47,0,1,0,46,33188.54
20240101,2024-01-01,P0040,WH04,33,0,2,0,31,22366.19
20240101,2024-01-01,P0040,WH05,36,0,1,0,35,25252.15
20240102,2024-01-02,P0001,WH01,116,0,6,0,110,153014.4
20240102,2024-01-02,P0001,WH02,156,0,11,0,145,201700.8
20240102,2024-01-02,P0001,WH03,161,0,13,0,148,205873.92
20240102,2024-01-02,P0001,WH04,122,0,8,0,114,158578.56
20240102,2024-01-02,P0001,WH05,130,0,7,0,123,171097.92
20240102,2024-01-02,P0002,WH01,130,0,18,0,112,87889.76
20240102,2024-01-02,P0002,WH02,175,0,12,0,163,127910.99
20240102,2024-01-02,P0002,WH03,190,0,12,0,178,139681.94
20240102,2024-01-02,P0002,WH04,135,0,11,0,124,97306.52
20240102,2024-01-02,P0002,WH05,141,0,16,0,125,98091.25
20240102,2024-01-02,P0003,WH01,124,0,6,0,118,107397.7
20240102,2024-01-02,P0003,WH02,174,0,14,0,160,145624.0
20240102,2024-01-02,P0003,WH03,190,0,13,0,177,161096.55
20240102,2024-01-02,P0003,WH04,129,0,8,0,121,110128.15
20240102,2024-01-02,P0003,WH05,137,0,11,0,126,114678.9
20240102,2024-01-02,P0004,WH01,148,0,18,0,130,209879.8
20240102,2024-01-02,P0004,WH02,202,0,16,0,186,300289.56
20240102,2024-01-02,P0004,WH03,210,0,13,0,197,318048.62
20240102,2024-01-02,P0004,WH04,148,0,16,0,132,213108.72
20240102,2024-01-02,P0004,WH05,169,0,16,0,153,247012.38
20240102,2024-01-02,P0005,WH01,50,0,2,0,48,57428.64
20240102,2024-01-02,P0005,WH02,66,0,5,0,61,72982.23
20240102,2024-01-02,P0005,WH03,73,0,4,0,69,82553.67
20240102,2024-01-02,P0005,WH04,52,0,0,0,52,62214.36
20240102,2024-01-02,P0005,WH05,51,0,1,0,50,59821.5
20240102,2024-01-02,P0006,WH01,30,0,1,0,29,82532.84
20240102,2024-01-02,P0006,WH02,30,0,1,0,29,82532.84
20240102,2024-01-02,P0006,WH03,33,0,5,0,28,79686.88
20240102,2024-01-02,P0006,WH04,29,0,1,0,28,79686.88
20240102,2024-01-02,P0006,WH05,28,0,0,0,28,79686.88
20240102,2024-01-02,P0007,WH01,108,0,10,0,98,238763.28
20240102,2024-01-02,P0007,WH02,155,0,7,0,148,360581.28
20240102,2024-01-02,P0007,WH03,160,0,13,0,147,358144.92
20240102,2024-01-02,P0007,WH04,110,0,6,0,104,253381.44
20240102,2024-01-02,P0007,WH05,123,0,7,0,116,282617.76
20240102,2024-01-02,P0008,WH01,73,0,6,0,67,54919.23
20240102,2024-01-02,P0008,WH02,95,0,10,0,85,69673.65
20240102,2024-01-02,P0008,WH03,107,0,7,0,100,81969.0
20240102,2024-01-02,P0008,WH04,77,0,3,0,74,60657.06
20240102,2024-01-02,P0008,WH05,79,0,3,0,76,62296.44
20240102,2024-01-02,P0009,WH01,40,0,0,0,40,95090.0
20240102,2024-01-02,P0009,WH02,57,0,4,0,53,125994.25
20240102,2024-01-02,P0009,WH03,59,0,3,0,56,133126.0
20240102,2024-01-02,P0009,WH04,40,0,1,0,39,92712.75
20240102,2024-01-02,P0009,WH05,45,0,5,0,40,95090.0
20240102,2024-01-02,P0010,WH01,44,0,3,0,41,113383.04
20240102,2024-01-02,P0010,WH02,68,0,4,0,64,176988.16
20240102,2024-01-02,P0010,WH03,73,0,4,0,69,190815.36
20240102,2024-01-02,P0010,WH04,48,0,6,0,42,116148.48
20240102,2024-01-02,P0010,WH05,55,0,3,0,52,143802.88
20240102,2024-01-02,P0011,WH01,69,0,4,0,65,40190.8
20240102,2024-01-02,P0011,WH02,99,0,7,0,92,56885.44
20240102,2024-01-02,P0011,WH03,99,0,12,0,87,53793.84
20240102,2024-01-02,P0011,WH04,67,0,6,0,61,37717.52
20240102,2024-01-02,P0011,WH05,76,0,6,0,70,43282.4
20240102,2024-01-02,P0012,WH01,32,0,3,0,29,69285.35
20240102,2024-01-02,P0012,WH02,41,0,2,0,39,93176.85
20240102,2024-01-02,P0012,WH03,50,0,5,0,45,107511.75
20240102,2024-01-02,P0012,WH04,31,0,1,0,30,71674.5
20240102,2024-01-02,P0012,WH05,31,0,3,0,28,66896.2
20240102,2024-01-02,P0013,WH01,31,0,0,0,31,84095.25
20240102,2024-01-02,P0013,WH02,40,0,7,0,33,89520.75
20240102,2024-01-02,P0013,WH03,44,0,5,0,39,105797.25
20240102,2024-01-02,P0013,WH04,32,0,0,0,32,86808.0
20240102,2024-01-02,P0013,WH05,35,0,3,0,32,86808.0
20240102,2024-01-02,P0014,WH01,156,0,4,0,152,304682.48
20240102,2024-01-02,P0014,WH02,212,0,14,1,197,394884.53
20240102,2024-01-02,P0014,WH03,228,0,20,0,208,416933.92
20240102,2024-01-02,P0014,WH04,159,0,6,0,153,306686.97
20240102,2024-01-02,P0014,WH05,171,0,10,0,161,322722.89
20240102,2024-01-02,P0015,WH01,64,0,5,0,59,14941.16
20240102,2024-01-02,P0015,WH02,88,0,5,0,83,21018.92
20240102,2024-01-02,P0015,WH03,97,0,9,1,87,22031.88
20240102,2024-01-02,P0015,WH04,64,0,8,0,56,14181.44
20240102,2024-01-02,P0015,WH05,76,0,7,1,68,17220.32
20240102,2024-01-02,P0016,WH01,163,0,9,0,154,133804.44
20240102,2024-01-02,P0016,WH02,231,0,16,0,215,186804.9
20240102,2024-01-02,P0016,WH03,242,0,20,0,222,192886.92
20240102,2024-01-02,P0016,WH04,172,0,11,0,161,139886.46
20240102,2024-01-02,P0016,WH05,185,0,11,0,174,151181.64
20240102,2024-01-02,P0017,WH01,156,0,10,0,146,136320.2
20240102,2024-01-02,P0017,WH02,219,0,17,0,202,188607.4
20240102,2024-01-02,P0017,WH03,239,0,15,0,224,209148.8
20240102,2024-01-02,P0017,WH04,157,0,13,0,144,134452.8
20240102,2024-01-02,P0017,WH05,183,0,14,0,169,157795.3
20240102,2024-01-02,P0018,WH01,38,0,4,0,34,37149.76
20240102,2024-01-02,P0018,WH02,58,0,4,0,54,59002.56
20240102,2024-01-02,P0018,WH03,64,0,4,0,60,65558.4
20240102,2024-01-02,P0018,WH04,44,0,3,0,41,44798.24
20240102,2024-01-02,P0018,WH05,48,0,1,0,47,51354.08
20240102,2024-01-02,P0019,WH01,124,0,10,0,114,229830.84
20240102,2024-01-02,P0019,WH02,174,0,8,0,166,334665.96
20240102,2024-01-02,P0019,WH03,186,0,8,0,178,358858.68
20240102,2024-01-02,P0019,WH04,129,0,11,1,117,235879.02
20240102,2024-01-02,P0019,WH05,139,0,9,0,130,262087.8
20240102,2024-01-02,P0020,WH01,111,0,5,0,106,251797.7
20240102,2024-01-02,P0020,WH02,152,0,10,0,142,337313.9
20240102,2024-01-02,P0020,WH03,158,0,12,0,146,346815.7
20240102,2024-01-02,P0020,WH04,114,0,13,0,101,239920.45
20240102,2024-01-02,P0020,WH05,123,0,6,0,117,277927.65
20240102,2024-01-02,P0021,WH01,108,0,10,0,98,69517.28
20240102,2024-01-02,P0021,WH02,165,0,13,0,152,107822.72
20240102,2024-01-02,P0021,WH03,177,0,15,0,162,114916.32
20240102,2024-01-02,P0021,WH04,124,0,12,0,112,79448.32
20240102,2024-01-02,P0021,WH05,139,0,6,0,133,94344.88
20240102,2024-01-02,P0022,WH01,35,0,1,0,34,15356.44
20240102,2024-01-02,P0022,WH02,50,0,2,0,48,21679.68
20240102,2024-01-02,P0022,WH03,52,0,1,0,51,23034.66
20240102,2024-01-02,P0022,WH04,38,0,3,0,35,15808.1
20240102,2024-01-02,P0022,WH05,38,0,5,0,33,14904.78
20240102,2024-01-02,P0023,WH01,45,0,4,0,41,28300.66
20240102,2024-01-02,P0023,WH02,67,0,6,0,61,42105.86
20240102,2024-01-02,P0023,WH03,70,0,3,0,67,46247.42
20240102,2024-01-02,P0023,WH04,53,0,1,0,52,35893.52
20240102,2024-01-02,P0023,WH05,53,0,2,0,51,35203.26
20240102,2024-01-02,P0024,WH01,34,0,2,0,32,21128.0
20240102,2024-01-02,P0024,WH02,46,0,7,0,39,25749.75
20240102,2024-01-02,P0024,WH03,51,0,2,0,49,32352.25
20240102,2024-01-02,P0024,WH04,35,0,3,0,32,21128.0
20240102,2024-01-02,P0024,WH05,35,0,3,0,32,21128.0
20240102,2024-01-02,P0025,WH01,110,0,8,0,102,145494.84
20240102,2024-01-02,P0025,WH02,148,0,12,0,136,193993.12
20240102,2024-01-02,P0025,WH03,158,0,14,0,144,205404.48
20240102,2024-01-02,P0025,WH04,114,0,7,0,107,152626.94
20240102,2024-01-02,P0025,WH05,119,0,13,0,106,151200.52
20240102,2024-01-02,P0026,WH01,165,0,16,0,149,336956.05
20240102,2024-01-02,P0026,WH02,225,0,16,0,209,472643.05
20240102,2024-01-02,P0026,WH03,236,0,17,0,219,495257.55
20240102,2024-01-02,P0026,WH04,167,0,11,0,156,352786.2
20240102,2024-01-02,P0026,WH05,183,0,16,0,167,377662.15
20240102,2024-01-02,P0027,WH01,117,0,9,0,108,58894.56
20240102,2024-01-02,P0027,WH02,168,0,10,0,158,86160.56
20240102,2024-01-02,P0027,WH03,172,0,18,1,153,83433.96
20240102,2024-01-02,P0027,WH04,122,0,10,0,112,61075.84
20240102,2024-01-02,P0027,WH05,133,0,10,0,123,67074.36
20240102,2024-01-02,P0028,WH01,119,0,10,0,109,348118.75
20240102,2024-01-02,P0028,WH02,171,0,15,0,156,498225.0
20240102,2024-01-02,P0028,WH03,182,0,11,1,170,542937.5
20240102,2024-01-02,P0028,WH04,125,0,14,0,111,354506.25
20240102,2024-01-02,P0028,WH05,142,0,12,0,130,415187.5
20240102,2024-01-02,P0029,WH01,167,0,8,0,159,540081.66
20240102,2024-01-02,P0029,WH02,225,0,16,0,209,709918.66
20240102,2024-01-02,P0029,WH03,234,0,16,0,218,740489.32
20240102,2024-01-02,P0029,WH04,174,0,16,0,158,536684.92
20240102,2024-01-02,P0029,WH05,185,0,20,0,165,560462.1
20240102,2024-01-02,P0030,WH01,118,0,9,0,109,278122.22
20240102,2024-01-02,P0030,WH02,167,0,16,0,151,385288.58
20240102,2024-01-02,P0030,WH03,180,0,17,0,163,415907.54
20240102,2024-01-02,P0030,WH04,125,0,10,0,115,293431.7
20240102,2024-01-02,P0030,WH05,139,0,13,0,126,321499.08
20240102,2024-01-02,P0031,WH01,28,0,3,0,25,11822.75
20240102,2024-01-02,P0031,WH02,39,0,3,0,36,17024.76
20240102,2024-01-02,P0031,WH03,42,0,3,0,39,18443.49
20240102,2024-01-02,P0031,WH04,29,0,2,0,27,12768.57
20240102,2024-01-02,P0031,WH05,29,0,2,0,27,12768.57
20240102,2024-01-02,P0032,WH01,152,0,9,0,143,239789.55
20240102,2024-01-02,P0032,WH02,205,0,17,0,188,315247.8
20240102,2024-01-02,P0032,WH03,212,0,9,0,203,340400.55
20240102,2024-01-02,P0032,WH04,153,0,16,0,137,229728.45
20240102,2024-01-02,P0032,WH05,164,0,12,0,152,254881.2
20240102,2024-01-02,P0033,WH01,76,0,6,0,70,146327.3
20240102,2024-01-02,P0033,WH02,98,0,6,0,92,192315.88
20240102,2024-01-02,P0033,WH03,108,0,9,0,99,206948.61
20240102,2024-01-02,P0033,WH04,78,0,4,0,74,154688.86
20240102,2024-01-02,P0033,WH05,80,0,8,0,72,150508.08
20240102,2024-01-02,P0034,WH01,26,0,1,0,25,75491.5
20240102,2024-01-02,P0034,WH02,32,0,5,0,27,81530.82
20240102,2024-01-02,P0034,WH03,34,0,4,0,30,90589.8
20240102,2024-01-02,P0034,WH04,29,0,1,0,28,84550.48
20240102,2024-01-02,P0034,WH05,29,0,0,0,29,87570.14
20240102,2024-01-02,P0035,WH01,97,0,6,0,91,145373.41
20240102,2024-01-02,P0035,WH02,130,0,7,0,123,196493.73
20240102,2024-01-02,P0035,WH03,140,0,9,0,131,209273.81
20240102,2024-01-02,P0035,WH04,95,0,8,0,87,138983.37
20240102,2024-01-02,P0035,WH05,102,0,6,0,96,153360.96
20240102,2024-01-02,P0036,WH01,155,0,8,0,147,309689.31
20240102,2024-01-02,P0036,WH02,218,0,14,0,204,429772.92
20240102,2024-01-02,P0036,WH03,221,0,25,0,196,412919.08
20240102,2024-01-02,P0036,WH04,158,0,14,0,144,303369.12
20240102,2024-01-02,P0036,WH05,175,0,11,0,164,345503.72
20240102,2024-01-02,P0037,WH01,55,0,5,0,50,77147.5
20240102,2024-01-02,P0037,WH02,81,0,5,0,76,117264.2
20240102,2024-01-02,P0037,WH03,89,0,7,0,82,126521.9
20240102,2024-01-02,P0037,WH04,61,0,8,0,53,81776.35
20240102,2024-01-02,P0037,WH05,67,0,3,0,64,98748.8
20240102,2024-01-02,P0038,WH01,93,0,7,0,86,155218.82
20240102,2024-01-02,P0038,WH02,130,0,11,0,119,214779.53
20240102,2024-01-02,P0038,WH03,127,0,11,0,116,209364.92
20240102,2024-01-02,P0038,WH04,99,0,6,0,93,167852.91
20240102,2024-01-02,P0038,WH05,103,0,5,0,98,176877.26
20240102,2024-01-02,P0039,WH01,49,0,4,0,45,22338.0
20240102,2024-01-02,P0039,WH02,64,0,8,0,56,27798.4
20240102,2024-01-02,P0039,WH03,71,0,3,0,68,33755.2
20240102,2024-01-02,P0039,WH04,48,0,6,0,42,20848.8
20240102,2024-01-02,P0039,WH05,53,0,5,0,48,23827.2
20240102,2024-01-02,P0040,WH01,30,0,4,0,26,18758.74
20240102,2024-01-02,P0040,WH02,44,0,1,0,43,31024.07
20240102,2024-01-02,P0040,WH03,46,0,1,0,45,32467.05
20240102,2024-01-02,P0040,WH04,31,0,3,0,28,20201.72
20240102,2024-01-02,P0040,WH05,35,0,0,0,35,25252.15
20240103,2024-01-03,P0001,WH01,110,0,7,0,103,143277.12
20240103,2024-01-03,P0001,WH02,145,0,14,0,131,182226.24
20240103,2024-01-03,P0001,WH03,148,0,11,0,137,190572.48
20240103,2024-01-03,P0001,WH04,114,0,6,0,108,150232.32
20240103,2024-01-03,P0001,WH05,123,0,5,1,117,162751.68
20240103,2024-01-03,P0002,WH01,112,0,8,0,104,81611.92
20240103,2024-01-03,P0002,WH02,163,0,14,0,149,116924.77
